,objid,ra,dec,petroRad_g,group
780,587731185661903030,348.27132314,-0.56320121,9.828744,valid
781,587731185664590106,354.46544258,-0.47452142,11.922606,train
782,587731185664917631,355.13618593,-0.55103832,18.70575,test
783,587731185667735754,1.64886928,-0.57107678,8.857872,train
784,587731185667997882,2.19941232,-0.62510233,12.532409,train
785,587731185672978628,13.60232018,-0.53112539,9.134489,valid
786,587731186187501967,322.50165259,-0.18394158,5.19732,test
787,587731186187632690,322.7494346,-0.00058493,18.09219,train
788,587731186191237243,331.05301987,-0.03212731,7.542024,test
789,587731186191958026,332.62002905,-0.02172595,13.744121,train
790,587731186201788429,355.09427135,-0.15712817,10.820535,train
791,587731186203492528,359.01621252,-0.16627991,14.774011,valid
792,587731186205065344,2.66394038,-0.05289419,15.633318,train
793,587731186205655240,4.04268626,-0.06820604,10.077524,valid
794,587731186724569464,322.92878926,0.35781522,17.85006,test
795,587731186726928800,328.36205074,0.37166022,19.548695,test
796,587731186735186149,347.18435425,0.38333081,4.866714,test
797,587731186735906934,348.92996522,0.41698178,17.762346,train
798,587731186741346415,1.21817255,0.35171847,5.807023,train
799,587731186742132985,3.14784653,0.23169943,8.799049,train
800,587731186745213014,10.05562101,0.34499362,9.006729,test
801,587731187271663669,346.30232339,0.83440231,19.080286,train
802,587731187280969914,7.5507686,0.68719103,11.936429,train
803,587731187281494216,8.81057029,0.69597948,17.913418,train
804,587731187531579665,326.83289075,0.69416368,11.195731,test
805,587731499186913478,159.71611499,53.9719533,14.560431,test
806,587731499722735777,155.59421341,53.52560817,8.533215,train
807,587731499723194480,157.1225206,53.86647716,21.250237,train
808,587731500258885775,152.74856733,53.2031798,13.032926,valid
809,587731500798378062,161.81673428,55.94051189,7.862599,valid
810,587731501331578925,148.73293724,52.68897519,9.233041,train
811,587731501331775632,149.33574072,52.96556842,9.779991,train
812,587731511531077771,16.57278592,-0.91849551,14.326483,valid
813,587731511532847214,20.59907151,-0.87520216,36.858902,test
814,587731511534158003,23.70310666,-1.02128763,9.041073,valid
815,587731511534944448,25.46722938,-1.02422009,8.709852,test
816,587731511536124049,28.13414043,-0.98388219,5.764891,test
817,587731511538090144,32.64812556,-0.93761191,12.055241,test
818,587731511543464101,44.85526971,-1.00508338,7.01926,train
819,587731511546675372,52.26073666,-0.92744768,11.243186,train
820,587731512067948689,16.54818907,-0.61698305,12.690604,valid
821,587731512071684179,25.10576458,-0.45873565,5.960032,valid
822,587731512073715869,29.81364624,-0.6022353,6.650472,test
823,587731512077713602,38.97772475,-0.60306624,8.651684,train
824,587731512084725935,54.89173167,-0.51197053,22.739122,test
825,587731512086036559,57.91902905,-0.50971315,12.352321,train
826,587731512604426317,15.63586354,-0.16215655,8.641404,train
827,587731512605016208,17.1144814,-0.08768575,10.357701,train
828,587731512605540489,18.25821758,-0.11466474,13.776361,train
829,587731512606261385,19.84540231,-0.11941148,9.42884,valid
830,587731512608227474,24.39802571,-0.13521262,8.94781,train
831,587731512608358421,24.66935497,-0.15935338,10.580991,train
832,587731512608424057,24.88235883,-0.03130296,10.067436,train
833,587731512610324707,29.25240974,-0.08984991,12.835882,valid
834,587731512614125751,37.92160577,-0.04829111,10.501222,valid
835,587731512616878087,44.09180191,-0.15333761,13.350663,valid
836,587731512617664623,45.96024771,-0.20444277,15.307599,train
837,587731512619237386,49.48779493,-0.16907447,20.913363,valid
838,587731512621531286,54.73883356,-0.03956522,9.726136,test
839,587731513142542409,18.48107305,0.41193134,9.959208,test
840,587731513142935703,19.50816327,0.31447161,10.588343,valid
841,587731513143722101,21.23009062,0.21158695,15.459664,train
842,587731513145884796,26.19384195,0.27228776,7.82472,train
843,587731513145950343,26.3006986,0.35629548,11.577877,train
844,587731513150210157,36.00555014,0.25223952,17.126657,train
845,587731513150210256,36.13541347,0.21301392,8.614237,test
846,587731513150603450,36.95376541,0.25080793,5.794536,test
847,587731513154666691,46.28573469,0.34342582,15.887098,train
848,587731513679413352,18.56579309,0.76533222,16.270784,test
849,587731513682100358,24.62866335,0.67227362,8.744066,test
850,587731513683935362,28.81430268,0.71912906,9.393622,test
851,587731513685377197,32.22089928,0.78683632,15.969094,train
852,587731513687736421,37.49314737,0.70613625,7.424253,test
853,587731513690095737,42.97745565,0.66481709,18.545794,train
854,587731514216087624,18.17545985,1.14422997,8.674479,train
855,587731514217070815,20.29348141,1.16250895,12.227008,valid
856,587731514217726115,21.81094788,1.15332655,6.223371,train
857,587731514221658235,30.78848229,1.15129663,14.847487,valid
858,587731514226835568,42.60188707,1.08077443,8.652255,train
859,587731520661094663,118.32534602,28.42858152,13.983338,test
860,587731520661225592,118.54329068,28.62350946,9.387262,train
861,587731520671187078,139.42397199,44.03825218,15.791,test
862,587731520672890958,144.03992586,46.29302276,12.86663,train
863,587731521204060355,129.67979519,38.57583679,6.964431,test
864,587731521208320130,139.68997072,44.85813114,12.689338,train
865,587731521734640099,117.27408527,28.61945141,20.205906,test
866,587731521735950590,119.50019666,30.79558724,13.191583,train
867,587731522280161435,134.38881083,42.76452195,10.09909,test
868,587731522282258436,139.55916578,45.65169238,29.575542,train
869,587731522816180397,132.02874694,41.85923879,22.091169,test
870,587731679043322009,130.71955665,38.57390529,5.882031,test
871,587731679579799844,129.66557848,38.33560129,13.389812,train
872,587731679581372618,133.17357571,40.68446874,20.997742,train
873,587731679582421072,135.47615467,42.1521542,6.333537,train
874,587731680110117168,116.74094928,27.82990618,7.690777,train
875,587731680114639093,125.09722615,35.41192446,12.65918,valid
876,587731680118112407,132.35547961,40.85877744,11.436085,train
877,587731680122503257,143.46718226,46.86368767,24.320848,test
878,587731681186676863,121.08040022,33.14519645,12.119072,valid
879,587731681189822680,127.28168506,38.23653804,9.29455,train
880,587731681191788759,131.42735938,41.39512981,12.469918,train
881,587731868015395014,151.53779648,48.82597381,6.832137,train
882,587731868018409493,161.22675336,51.49167154,14.743777,train
883,587731868024111184,182.45948554,54.00175287,14.171711,train
884,587731868558557319,173.0189198,53.92586004,10.617934,train
885,587731869090447536,155.05608957,51.03451802,6.47941,train
886,587731869096476817,177.00253103,54.68844625,7.776111,train
887,587731869097394260,180.59392008,54.90177016,10.089418,train
888,587731869098246233,183.93668927,54.85760389,18.116495,test
889,587731869626335353,151.53371585,50.24001747,18.135971,valid
890,587731869629153568,161.05698759,52.92640591,8.552496,test
891,587731869632364650,173.05720624,54.70487685,8.457233,train
892,587731869632692483,174.47202549,54.93957769,7.715943,test
893,587731869633347742,177.03191008,55.02192541,14.012009,test
894,587731869633609880,178.00555093,55.16853462,9.218512,train
895,587731870162026675,147.56329479,49.4942518,12.633245,train
896,587731870163140789,150.96100153,50.63608156,6.763203,train
897,587731870169563280,174.24180872,55.16206464,25.708483,valid
898,587731870170611910,178.57106212,55.47081807,18.324339,train
899,587731870171529294,182.07894866,55.64268166,21.943884,train
900,587731870704533766,166.80502424,54.73688333,8.373374,valid
901,587731870705975437,172.27065586,55.54773412,11.968168,train
902,587731870706565310,174.77215867,55.80245055,10.601283,test
903,587731872849265015,120.465873,33.3288805,14.813613,train
904,587731873382662534,114.429462,27.25278914,13.292554,train
905,587731873386856674,121.4855717,34.77510804,10.50974,train
906,587731873389478142,126.47463845,39.1860148,11.112336,train
907,587731873921892751,117.69445862,31.84734768,8.776382,test
908,587731874457846158,115.99212812,30.3903705,7.013819,valid
909,587731874460926296,121.2132787,35.84537389,13.674894,train
910,587731874461122908,121.51112529,36.24770291,8.707516,train
911,587731874461188154,121.77991029,36.2334653,13.292346,train
912,587731885736263716,125.09969908,37.01555612,9.558791,train
913,587731885737377865,127.16813325,38.95574099,15.859242,valid
914,587731885737902300,128.4789346,39.79815673,18.607355,test
915,587731885742031015,138.08135644,46.09039921,13.903629,train
916,587731886272479509,123.39338546,36.29654163,10.374631,test
917,587731886274052375,126.56875406,38.93155322,7.781839,train
918,587731886275297502,129.15423645,40.88505424,10.145261,train
919,587731886808301903,121.04586775,34.85634076,11.646981,test
920,587731886811840744,128.01287968,40.63282279,12.319544,test
921,587731886812365065,129.17751311,41.47231053,13.651592,train
922,587731886812627126,129.6525732,41.9865872,10.490916,train
923,587731887342158245,115.48563318,29.69321198,7.261588,test
924,587731887347990830,126.02551732,39.8633958,8.932981,valid
925,587731887347990842,126.05055836,39.86916764,7.538682,test
926,587731887348514923,127.19484894,40.66588508,26.10014,test
927,587731887885189347,126.47590459,40.62384708,11.123306,train
928,587731887886827723,130.0742976,43.23043427,9.452312,train
929,587731889501634624,168.87138864,55.4562191,20.547468,train
930,587731889502027889,170.44348957,55.75483139,14.168704,test
931,587731889504845936,181.83226352,56.49861808,8.456298,valid
932,587731889504976954,182.43854288,56.52358771,25.079187,train
933,587731890574393517,164.59607712,55.61798541,16.357912,train
934,587731890575311033,168.21446163,56.24475445,11.687217,train
935,587731890576097356,171.26035291,56.69861992,15.257913,train
936,587731890581340192,193.32948767,57.06866743,9.925946,train
937,587731891111854200,166.72205628,56.40703142,10.573625,train
938,587731891112312918,168.53000959,56.68855475,7.47055,train
939,587731891112771700,170.36002353,56.90932529,8.894648,train
940,587731891114672302,178.45433988,57.66514543,6.756251,train
941,587731892188545037,178.74466245,58.49360985,47.061405,train
942,587731892191297633,190.90101175,58.55801752,10.710762,train
943,587731912036974654,141.96964776,48.52334023,16.519953,test
944,587731913109536960,138.10486074,47.54753645,13.270411,train
945,587732048405397682,134.57055081,43.66251857,9.530005,test
946,587732048406904907,138.14249733,45.96196152,6.560483,test
947,587732048411426950,151.31251493,51.59610633,13.506459,train
948,587732048413458584,158.41873909,53.61711867,15.24089,test
949,587732048945152104,141.59344548,48.16688414,17.71409,train
950,587732048946987121,146.86910386,50.43238041,8.807199,train
951,587732048949739637,156.10657104,53.32030682,14.22527,train
952,587732049477173365,129.36589683,41.31461137,8.656151,train
953,587732049479663768,134.92485618,45.18879703,11.691423,train
954,587732049486217264,154.31661531,53.46189834,25.821831,test
955,587732050022432842,151.85138762,52.9785706,8.691347,test
956,587732050024595557,159.41367035,55.08360263,13.702858,train
957,587732050554519563,137.11634156,47.32166378,13.176493,test
958,587732050555764872,140.51938907,49.12779589,11.748676,train
959,587732050557730827,146.19608237,51.68869891,19.099669,valid
960,587732053236842804,120.16856637,28.32063138,9.811537,train
961,587732053774499874,121.26747453,29.7227065,15.015279,valid
962,587732053777318186,126.74239976,34.33802744,7.104506,valid
963,587732053779021991,130.19390925,36.90741945,19.224792,train
964,587732053779611822,131.57466645,37.69667144,16.292336,test
965,587732053782430028,138.25953985,41.74755469,7.022921,test
966,587732054317531269,133.75764264,39.55285833,11.052662,test
967,587732054846865763,118.14932258,28.0500684,12.902941,valid
968,587732054853943533,132.37925967,39.20971999,20.998726,test
969,587732054854533406,133.59387918,39.99799812,6.961567,train
970,587732134302908552,151.82914545,46.54640827,14.952915,test
971,587732134306250905,162.51157147,49.21810037,7.891016,train
972,587732134306644085,163.77469285,49.60715837,11.937502,train
973,587732134307364963,166.07501838,50.03410374,18.924141,train
974,587732134839713797,151.30992935,46.65090191,18.95627,train
975,587732134840172638,152.61450313,47.25659958,6.09656,valid
976,587732134841090153,155.48126192,48.03121181,25.160173,train
977,587732134845677639,171.10262323,51.23492777,18.761074,train
978,587732134851641387,193.01475124,51.68005357,16.011879,valid
979,587732134853017699,197.97127422,51.2068781,10.725595,train
980,587732135382483119,170.78446232,51.55834934,18.976286,train
981,587732135384055901,176.38069541,52.08124162,11.368315,train
982,587732135385038988,180.10339596,52.33786854,7.957877,test
983,587732135386939518,187.26117309,52.36421921,13.794111,test
984,587732135917977689,165.66201706,51.17541819,19.764978,test
985,587732135925317650,192.89176748,52.51775352,6.627159,test
986,587732136451440807,154.05023818,48.97583829,8.643996,valid
987,587732136451834004,155.2615453,49.42215845,10.194955,test
988,587732136453734601,161.61454095,50.97391038,6.424568,valid
989,587732136454783126,165.2206986,51.60523204,8.352083,train
990,587732136458518691,178.93865706,52.99393883,14.217342,train
991,587732136461598735,190.63113542,53.20454649,20.59491,train
992,587732136463433842,197.55375788,52.51760115,25.347794,valid
993,587732136988639349,154.68538781,49.62698985,7.935846,train
994,587732136996765809,184.34355258,53.55651306,16.391209,test
995,587732152033083398,148.22645731,42.84806665,28.657579,test
996,587732152572575858,155.68278424,45.76712194,7.220196,valid
997,587732153102696679,137.0547864,38.80210566,6.10436,train
998,587732153104859273,142.32644681,41.45948232,10.69756,train
999,587732153106694197,147.33500074,43.44304644,19.39489,train
1000,587732153107218604,148.97246028,44.01375657,10.018,test
1001,587732153109512274,155.66969319,46.23867932,45.097137,train
1002,587732153642188960,143.31577492,42.3388143,19.433533,train
1003,587732154175324309,133.82678514,37.88644836,10.206249,valid
1004,587732154179452963,144.14028206,43.16428035,8.185947,train
1005,587732154181812362,150.76413234,45.59798067,19.578234,valid
1006,587732156849979905,115.05075568,22.12310894,9.385074,valid
1007,587732156854239559,122.8571832,29.00008606,7.420476,train
1008,587732157387768243,116.35664052,23.98966984,14.404467,valid
1009,587732157388816573,118.21851061,25.67467306,10.525837,test
1010,587732157390192910,120.7644012,27.74397866,12.688419,train
1011,587732157927784692,121.80167841,29.20086168,8.477055,train
1012,587732469852799112,134.26693995,36.03523217,14.035678,valid
1013,587732470382461172,119.28444779,25.74427309,8.989602,train
1014,587732470924968093,130.10844045,34.59160765,7.979872,test
1015,587732471456268875,118.7158433,26.45574334,7.30393,train
1016,587732471460135109,126.1849711,32.31274848,11.119872,test
1017,587732471460528369,127.02985591,32.89761539,7.007095,test
1018,587732471461314746,128.64236183,34.13009643,11.286147,test
1019,587732482194735243,131.78991458,34.37322327,9.037107,train
1020,587732482196242633,135.13114522,36.46105704,7.990963,train
1021,587732482197225496,137.42407135,37.60156866,34.708748,test
1022,587732482199650478,143.4776349,40.54767178,10.423594,test
1023,587732482200567894,145.98936046,41.68732552,22.086227,valid
1024,587732482204565622,157.32604216,45.45469413,9.376223,train
1025,587732482205220899,159.31285892,46.10001745,9.433199,train
1026,587732482206269647,162.68806473,46.8423464,18.578022,train
1027,587732482206990481,164.98718244,47.21516304,6.21398,train
1028,587732482208039175,168.43963139,47.82107637,7.642489,valid
1029,587732482217476227,200.81550664,47.93579059,10.475846,test
1030,587732482224160945,221.43357022,42.83975793,11.713088,train
1031,587732482739470476,151.29480869,44.17492337,9.504581,train
1032,587732482743009445,162.07081,47.07735149,10.811912,valid
1033,587732482744975392,168.43708242,48.27270151,30.427082,valid
1034,587732482749366395,183.69833718,49.51370762,9.012078,test
1035,587732482750939296,189.30642615,49.44822552,23.635838,test
1036,587732482751791288,192.21531835,49.30207136,18.96859,valid
1037,587732482753036468,196.60219265,48.9623576,21.005014,train
1038,587732482753167462,196.87380188,48.92620955,9.297555,train
1039,587732483268346038,130.793605,34.83753823,4.396318,valid
1040,587732483268935726,132.10630276,35.61532969,11.937577,train
1041,587732483272736928,141.20757034,40.64768307,12.064242,train
1042,587732483273392258,142.90242711,41.317537,19.825693,valid
1043,587732483277651999,154.82544606,45.81358255,11.339939,test
1044,587732483278635061,157.93767099,46.67169305,23.748217,train
1045,587732483280404603,163.66381017,47.86227905,16.002914,test
1046,587732483284271210,176.63262034,49.50728758,8.686041,test
1047,587732483287023732,186.47855005,49.86367971,16.24346,train
1048,587732483287744612,188.9814552,49.85670405,8.496573,test
1049,587732483292790992,206.30342265,47.81229261,9.70478,test
1050,587732483295543430,215.04694772,45.80462075,7.106225,test
1051,587732483299410017,225.92044544,41.88797694,11.700251,test
1052,587732483809411160,140.31882057,40.68870653,14.065944,train
1053,587732483810001074,141.94943631,41.45261808,10.037791,train
1054,587732483812360337,148.22933919,44.10865707,8.755539,train
1055,587732483813146687,150.6371272,44.78819686,21.495279,test
1056,587732483820355662,173.92964159,49.7378364,12.687842,test
1057,587732483823108118,183.63782166,50.37894092,6.622427,train
1058,587732483826319450,195.11371723,49.98055043,15.567805,test
1059,587732483827040379,197.51940136,49.66150869,14.487417,train
1060,587732483829399718,205.75068051,48.5113142,12.975579,test
1061,587732484343005252,132.34399501,36.71034189,26.597973,valid
1062,587732484343857413,134.26926736,37.89796894,5.58152,train
1063,587732484344643852,136.18091271,38.94110935,7.354852,valid
1064,587732484345233639,137.46653034,39.78386518,14.580881,train
1065,587732484349034566,147.54635614,44.29504454,22.773994,test
1066,587732484350804039,152.72658911,45.95035425,18.70944,train
1067,587732484352770278,158.8881758,47.62651858,8.959939,test
1068,587732484354342925,163.80893745,48.72432762,20.62726,test
1069,587732484357357758,174.24666812,50.22433117,12.737151,train
1070,587732484358275093,177.44037045,50.52700463,17.413027,train
1071,587732484358471886,178.28806588,50.56541113,5.536172,valid
1072,587732484363911180,197.69597524,50.0928656,20.632439,test
1073,587732484366729364,207.42123143,48.6258716,12.167406,valid
1074,587732484891017331,163.00672127,49.09471503,9.074271,valid
1075,587732484891869306,165.87076332,49.5455622,9.488317,test
1076,587732484893835444,172.66814366,50.53072053,6.754304,train
1077,587732484895408243,178.4516103,51.01182621,10.90574,train
1078,587732484895408250,178.46245633,51.03116533,10.425088,valid
1079,587732484905959593,215.11054483,47.06319763,7.712985,train
1080,587732576697778361,156.91591521,5.54587119,7.74182,test
1081,587732577223246347,130.81480569,3.69070377,13.44611,train
1082,587732577237336266,162.91234753,6.29771532,7.323106,valid
1083,587732577239171242,167.22972766,6.30855644,14.895752,train
1084,587732577757168169,124.05910819,3.28796653,8.818325,train
1085,587732577759592691,129.59410008,4.00510473,14.681372,train
1086,587732577760772515,132.25022606,4.34378748,10.557601,test
1087,587732577765425351,142.84735119,5.2693801,18.913986,test
1088,587732577769291993,151.70168694,5.96433206,8.779982,train
1089,587732577773420642,161.21552777,6.59684747,30.889706,test
1090,587732577775059085,164.94046584,6.70195672,9.895947,test
1091,587732578295087620,126.3979144,4.04596933,6.015421,valid
1092,587732578298953846,135.18445217,5.00252758,11.797957,valid
1093,587732578302754977,143.86037879,5.76407133,7.718384,test
1094,587732578310750357,162.12031803,7.03730116,14.172518,train
1095,587732578311667826,164.33741988,7.13337545,9.674541,valid
1096,587732578839232705,142.86474186,6.11777729,12.565492,train
1097,587732578840477874,145.7237387,6.33016456,7.467147,test
1098,587732578844344340,154.58219201,7.04930953,16.436884,valid
1099,587732580981800993,166.70649888,57.68545329,20.873449,train
1100,587732580982063269,167.77041552,57.94855159,19.434057,test
1101,587732581515919493,155.7391067,55.91370919,21.439129,train
1102,587732581518082240,164.29122499,57.67942615,9.209034,train
1103,587732582051610845,151.24356033,55.02369165,5.085195,train
1104,587732582052659422,154.94265906,56.23188713,7.668048,train
1105,587732582055280826,165.18468767,58.33539205,8.151675,valid
1106,587732582055870638,167.64872853,58.76829128,16.89744,train
1107,587732582592741482,167.50000456,59.21550731,10.81304,train
1108,587732582592938194,168.51963388,59.18411059,6.941615,valid
1109,587732583125483669,150.7339944,55.986263,8.238063,test
1110,587732583130136762,169.53139581,59.82394143,5.807168,valid
1111,587732583130857683,172.83355721,60.16279111,8.574167,test
1112,587732583664582834,159.10698568,58.5562,20.901697,train
1113,587732583666810972,168.39558455,60.12508883,14.301509,test
1114,587732589569441880,188.38390037,59.08044685,10.636301,train
1115,587732589569507458,188.64088924,58.95117317,15.320273,valid
1116,587732590107361407,193.18538152,59.26561617,16.876955,train
1117,587732590110179504,205.15861453,57.81797029,8.384281,test
1118,587732590644887577,196.02006341,59.50818681,11.09277,train
1119,587732591714893851,179.04298227,60.52251835,28.111744,train
1120,587732592254713943,192.81188635,60.86105789,10.144894,valid
1121,587732701262839884,177.636021,6.56757051,24.384424,train
1122,587732701793615998,163.59169473,6.42125438,15.85027,train
1123,587732701798334547,174.38166873,6.94141359,10.602551,train
1124,587732702313054525,123.79084411,3.4649025,10.735289,train
1125,587732702321311882,142.54064957,5.47718031,14.151728,train
1126,587732702323736807,148.12938583,5.9070439,9.261424,train
1127,587732702325899344,153.07448598,6.24346273,9.239922,test
1128,587732702326685867,154.89602943,6.32636385,29.136063,train
1129,587732702332911766,169.12979446,7.15257348,9.213716,test
1130,587732702336712793,177.86580923,7.4122918,12.02097,test
1131,587732702850908412,125.98648831,4.1513801,18.168423,train
1132,587732702870437990,170.63379486,7.51413784,16.355177,train
1133,587732702870438042,170.68939885,7.52041417,15.283287,valid
1134,587732702872666366,175.84746515,7.66747607,9.159893,train
1135,587732703398002898,149.18414287,6.80398089,6.444585,train
1136,587732703946211402,175.25669166,8.5138369,7.736938,train
1137,587732769976549504,170.49114456,8.57315976,10.218566,train
1138,587732769977401411,172.33619787,8.60235747,19.923389,train
1139,587732769982316624,183.77320696,8.85767007,7.589738,valid
1140,587732769983496271,186.41419208,8.91216181,12.834375,valid
1141,587732769984151723,187.97761179,8.80102146,11.8888,train
1142,587732770498740464,136.70070478,6.0085518,12.813491,train
1143,587732770506801333,155.1154702,8.04530102,18.477978,train
1144,587732770514206733,172.16631283,9.09870207,23.016922,valid
1145,587732771037511876,140.99417697,6.84808309,8.759977,valid
1146,587732771052781737,176.07975021,9.46950404,10.123699,train
1147,587732771053371512,177.48061554,9.5515027,8.658411,train
1148,587732771055992976,183.58038264,9.75194976,12.109947,test
1149,587732771060056182,192.99146698,9.51976312,12.14703,train
1150,587732771060252812,193.49535133,9.49942063,13.454556,test
1151,587732771573334271,138.59526718,7.1035998,19.122778,test
1152,587732771575824538,144.22604653,7.62338874,11.998416,train
1153,587732771580280986,154.40742279,8.77417651,7.359939,test
1154,587732771590045877,177.10427994,9.96563227,9.16318,train
1155,587732771591356481,180.12640498,9.97241033,8.073041,train
1156,587732771853041822,164.52228766,9.50190303,18.920313,valid
1157,587732772106338575,129.65931845,6.29671258,13.956083,train
1158,587732772108828790,135.35744998,7.03047795,21.712959,train
1159,587732772110598404,139.46749398,7.49095103,7.105121,train
1160,587732772121084017,163.46424204,9.77669252,7.163695,valid
1161,587732772124360818,171.12094216,10.18383973,12.292775,test
1162,587732772127178900,177.67651957,10.52135383,12.909799,test
1163,587732772127506520,178.443212,10.40315307,19.107857,test
1164,587732772127834241,179.11584572,10.57517454,8.867473,test
1165,587732772127834261,179.14926437,10.52454462,9.044723,train
1166,587732772128096359,179.72162165,10.58499895,10.074906,valid
1167,587732772129472597,182.94938114,10.47235716,6.937928,train
1168,587732772129800248,183.73746718,10.51319412,18.92049,train
1169,587732772648321170,141.26961485,8.15276585,6.042279,train
1170,587732772655005761,156.62077102,9.78233875,8.126524,train
1171,587732772656185469,159.40924129,10.01717767,10.988145,train
1172,587732772659331185,166.70718526,10.48574533,8.128271,valid
1173,587732772660052102,168.36771323,10.48597191,16.409266,train
1174,587732772662804568,174.69312218,10.88370693,10.704063,test
1175,587732772665360427,180.62164986,10.8978458,14.379223,train
1176,587732772666998796,184.44553665,10.84463189,23.381155,test
1177,587732772668702788,188.51637126,11.01313017,10.679715,train
1178,587733079194009742,154.24457319,49.62718641,18.528536,test
1179,587733079195123879,157.98331409,50.68496931,12.493227,test
1180,587733079205019769,194.65992176,53.41002196,17.509651,train
1181,587733079205609512,196.92225068,53.27645329,8.953379,valid
1182,587733079736254481,172.97706134,53.7495968,14.996452,train
1183,587733079736778927,174.99464539,53.87858337,10.625862,test
1184,587733079736909989,175.49052415,53.95726433,14.130924,train
1185,587733080269979841,161.34061883,52.29012849,9.391548,train
1186,587733080271880288,168.11741477,53.5245646,9.208975,train
1187,587733080273387586,173.84178223,54.22038459,10.68071,train
1188,587733080273715356,175.29496298,54.32829539,15.957736,train
1189,587733080274239673,177.28716958,54.48596989,10.669957,test
1190,587733080277057694,188.42484625,54.66156709,8.149303,test
1191,587733080811372632,178.07621173,54.95981004,9.628633,test
1192,587733080818712729,206.76609105,53.19469955,10.658904,test
1193,587733081347457177,174.84775552,55.10600669,10.941857,valid
1194,587733081348309150,178.47270518,55.35738778,14.310773,test
1195,587733081348571286,179.47040902,55.312914,12.118374,train
1196,587733081349685430,183.97943272,55.51466941,9.059068,valid
1197,587733081350340754,186.51375124,55.51277661,15.763248,train
1198,587733081355452502,206.38981146,53.57653239,9.148218,test
1199,587733081881837711,165.23085772,54.36712403,11.202696,test
1200,587733081884328063,174.82759062,55.61364566,12.889906,test
1201,587733081884655640,176.12108748,55.65223513,23.722797,test
1202,587733081884852497,177.06292097,55.61647024,13.802288,train
1203,587733081887342675,186.97310694,55.99201068,7.730735,train
1204,587733081891274820,202.65105215,54.73263397,9.641884,train
1205,587733195161010270,198.23405604,53.41586634,10.062276,train
1206,587733195696177180,191.87894853,54.37275558,22.621403,test
1207,587733196770967675,196.14726391,54.8443384,10.490528,train
1208,587733196771885239,199.83383867,54.42568745,9.480914,train
1209,587733397571436730,241.73623018,37.05389991,4.51644,valid
1210,587733397573927092,246.69707485,33.08090668,10.089252,train
1211,587733398099263600,218.86137194,49.59974662,8.587391,train
1212,587733398104899755,234.55086193,42.47200722,14.178329,train
1213,587733398109421733,244.4844258,35.6341008,9.488887,test
1214,587733398109487201,244.63651178,35.48620994,12.186406,train
1215,587733398113812840,252.50981304,28.17285337,18.908827,valid
1216,587733398114730311,254.0924248,26.6332318,10.348268,valid
1217,587733398637379697,222.9169708,48.45590916,7.206904,valid
1218,587733398643212373,238.22018354,40.64671232,28.284399,test
1219,587733398644392122,240.82457071,38.84226828,18.717821,train
1220,587733399170842709,212.2818568,52.32266815,6.5929,train
1221,587733399174905964,225.15006038,48.0558301,9.718422,train
1222,587733399175036931,225.46213581,47.87539117,18.093172,train
1223,587733399180673309,240.04543628,40.10270096,12.361033,test
1224,587733399711252514,223.99312524,49.10212896,20.291868,train
1225,587733399714725997,233.57928139,44.55719483,9.892468,valid
1226,587733399716102152,236.92987774,42.62697298,13.442029,valid
1227,587733399717806273,240.85271491,39.91434235,19.140152,valid
1228,587733399718461604,242.1803838,38.95810911,11.479326,valid
1229,587733409909309588,213.80236075,50.36750774,9.823983,valid
1230,587733409915863108,232.6524715,42.71716011,31.159565,valid
1231,587733410442838105,202.32420254,53.25169954,16.40867,test
1232,587733410456600784,241.73348904,37.32161229,10.495369,train
1233,587733410458042510,244.72749195,35.15394594,21.265892,train
1234,587733410982199438,211.48607279,51.9178883,8.849018,train
1235,587733410984165539,217.98653498,50.09981587,8.096975,test
1236,587733410986131549,223.91355952,47.90638411,11.554708,train
1237,587733411521495174,219.83083644,49.98073231,6.775527,train
1238,587733411524706466,229.08602169,46.02833249,8.384432,test
1239,587733411526672426,234.11273196,43.51878674,20.231997,train
1240,587733411526738024,234.30527944,43.29832088,21.189737,train
1241,587733411529031968,239.64674257,39.90419558,11.118073,valid
1242,587733411531522132,244.9230111,36.08822667,18.34449,valid
1243,587733412062560418,231.93974454,45.14779567,11.896577,valid
1244,587733412066689183,241.76929269,39.14542051,10.838299,train
1245,587733412068458887,245.39931249,36.15058291,11.687963,test
1246,587733412069048516,246.4943045,35.22191289,9.819561,train
1247,587733424406986895,211.4160519,57.35639451,10.55077,test
1248,587733424944775343,215.2271941,56.81478691,8.768266,train
1249,587733425480794188,212.06892307,58.10028943,10.418966,train
1250,587733427087147129,222.49485011,52.60966554,13.933493,valid
1251,587733428159578329,218.89938891,54.82862109,10.474282,train
1252,587733429772222616,226.54236882,53.41078437,17.067442,train
1253,587733431923245478,253.07008928,27.36581525,10.96682,test
1254,587733431923835334,253.94134933,26.25474583,15.8317,valid
1255,587733432457625950,248.9915891,31.81573742,10.82084,valid
1256,587733432992989460,246.64012749,34.69065444,9.035071,train
1257,587733433533399066,253.21399056,28.99090806,6.213075,test
1258,587733440513638660,242.12535673,39.45949464,15.267846,test
1259,587733440515014895,244.82564284,37.09521233,30.044678,train
1260,587733440515080203,244.8401837,37.06911612,11.486526,train
1261,587733440515998080,246.73711207,35.466663,14.673435,train
1262,587733440517898614,250.1975049,32.23980343,9.405569,valid
1263,587733441049395265,239.98795247,41.47778927,13.366458,test
1264,587733441056014550,252.62238361,30.23538457,8.152094,test
