objid,ra,dec,hubble,petroR90_g,group
J10425369+40081990,160.72371,40.138861,SBa,12.96,train
J10135511+38503456,153.47961999999995,38.842933,SBa,25.9,train
J10254330+39384693,156.43042,39.646369,SBa,21.96,train
J13294281+47530505,202.42837,47.884736,SBa,10.9,train
J15024236+43143270,225.6765,43.242417,SBa,14.0,valid
J11534177+46124221,178.42404,46.211725,SBa,1.6,train
J12241494+46180646,186.06225,46.301794,SBa,10.93,train
J10243792+44223733,156.158,44.377036,SBa,11.8,train
J10473127+39001171,161.88029,39.003253,SBa,6.82,test_expert
J10403964+39035610,160.16517,39.065583,SBa,12.06,train
J09393603+34402919,144.90012,34.674775,SBa,8.26,valid
J09183522+33520467,139.64675,33.867964,SBa,15.83,valid
J14263764+52293386,216.65683,52.492739,SBa,21.13,train
J15311122+46575610,232.79675,46.965583,SBa,11.19,test_expert
J16244852+37310336,246.20217,37.5176,SBa,39.26,train
J16252033+37283888,246.33471,37.477467,SBa,10.44,train
J12301211+56420799,187.55046,56.70221899999999,SBa,10.59,train
J12302157+56472962,187.58987,56.791561,SBa,17.43,train
J13403146+55354373,205.13108,55.59548100000001,SBa,10.86,train
J14192931+54442998,214.87212,54.741661,SBa,22.44,valid
J14531699+52023950,223.32079,52.044306,SBa,20.59,train
J13061983+45522419,196.58262,45.873386,SBa,20.93,test_expert
J13125670+47272389,198.23625,47.456636,SBa,19.46,train
J16393286+24414483,249.88692000000003,24.695786,SBa,13.72,train
J16494729+23041936,252.44704,23.072044,SBa,8.18,train
J11113787+12071914,167.90778999999995,12.121983,SBa,20.96,test_expert
J12382071+11435061,189.58629,11.730725,SBa,12.3,valid
J13303127+12311022,202.63029,12.519506,SBa,19.63,train
J10165214+39332329,154.21725,39.556469,SBa,19.77,test_expert
J13234845+43180425,200.95187,43.301181,SBa,12.11,train
J10053148+39405134,151.38117,39.680928,SBa,11.9,valid
J11110635+43375881,167.77646,43.633003,SBa,49.68,train
J14451416+38434391,221.30900000000003,38.728864,SBa,15.21,train
J12005233+45384508,180.21804,45.645856,SBa,14.04,valid
J10330034+42554234,158.25142,42.928428,SBa,14.01,valid
J10450280+43421702,161.26167,43.704728,SBa,22.1,train
J11555038+44080702,178.95991999999995,44.135283,SBa,15.51,train
J12433887+44053996,190.91196,44.094433,SBa,15.95,train
J13451110+42191024,206.29625,42.319511,SBa,11.23,test_expert
J15043893+38003993,226.16221,38.011092,SBa,19.79,test_expert
J11075255+11004226,166.96896,11.011739,SBa,7.07,train
J13470434+11062262,206.76808,11.106283,SBa,10.78,valid
J15590963+35014749,239.79012000000003,35.029858000000004,SBa,0.89,train
J12192420+12180494,184.85083,12.301372,SBa,41.8,train
J10384745+12083849,159.69771,12.144025,SBa,4.76,valid
J12053331+13420634,181.38879,13.701761,SBa,3.83,train
J13543629+12320382,208.65121,12.534394,SBa,6.56,train
J11591247+41194019,179.80196,41.327831,SBa,9.01,train
J12064849+42383209,181.70204,42.642247,SBa,19.79,train
J12174362+42361692,184.43175,42.6047,SBa,13.73,train
J10545635+41295434,163.73479,41.498428,SBa,15.87,test_expert
J14000921+38402357,210.03837,38.673214,SBa,19.92,test_expert
J12493577+41414450,192.39904,41.695694,SBa,11.68,train
J14230439+38083234,215.76829,38.142317,SBa,23.43,valid
J11051127+41442917,166.29696,41.741436,SBa,8.71,train
J13571388+11595100,209.30783,11.9975,SBa,11.84,train
J15215767+29425666,230.49029,29.715739000000006,SBa,12.6,train
J14244214+35160180,216.17558,35.267167,SBa,13.39,train
J14183410+37012795,214.64208,37.024431,SBa,8.93,train
J15103931+33074981,227.66379,33.130503000000004,SBa,8.72,train
J16140642+26073563,243.52675,26.126564,SBa,20.19,train
J15004978+36020628,225.20742,36.03507800000001,SBa,17.9,valid
J15313886+35164966,232.91192,35.28046099999999,SBa,11.21,train
J16304521+26054291,247.68837,26.095253,SBa,27.98,train
J15133862+38280492,228.41092000000003,38.468033,SBa,13.86,test_expert
J16412505+24423080,250.35437,24.708556,SBa,7.0,train
J16434856+24143249,250.95233,24.242358,SBa,19.79,train
J16015825+36420735,240.49271,36.702042,SBa,14.96,train
J16105685+35591073,242.73687,35.986314,SBa,18.48,train
J15543304+35094114,238.63767,35.161428,SBa,13.12,valid
J16104092+33313165,242.6705,33.525458,SBa,11.43,train
J16215618+31180205,245.48408,31.300569,SBa,14.95,train
J16535626+19280389,253.48442000000003,19.467747,SBa,13.97,test_expert
J10285896+12270301,157.24567,12.450836,SBa,20.58,valid
J10341202+13263562,158.55008,13.443228,SBa,17.53,train
