objid,ra,dec,hubble,petroR90_g,group
J08374907+47210326,129.45446,47.350906,Sb,15.07,train
J09440763+56043509,146.03179,56.076414,Sb,16.05,train
J09145776+53231122,138.74067,53.38645,Sb,16.38,train
J10315613+59585509,157.98387,59.98196899999999,Sb,17.13,train
J09221696+54491724,140.57067,54.82145600000001,Sb,11.69,train
J09404963+56394183,145.20678999999996,56.661619,Sb,12.55,valid
J09202935+55063332,140.12229,55.10925600000001,Sb,12.55,train
J09540314+58240787,148.51308,58.402186,Sb,47.96,train
J10154906+59575542,153.95442,59.965394,Sb,9.58,test_expert
J10330913+61041614,158.28804,61.07115,Sb,11.32,valid
J11573391+61114169,179.39129,61.194914,Sb,14.61,train
J12115693+61195407,182.98721,61.331686,Sb,23.07,train
J10231415+58272670,155.80896,58.45741700000001,Sb,12.51,test_expert
J11400192+61180875,175.00799999999995,61.30243100000001,Sb,19.58,train
J12412244+61424239,190.3435,61.711775,Sb,21.02,test_expert
J11564424+62062633,179.18433000000005,62.107314,Sb,12.41,test_expert
J10425048+60194551,160.71033,60.329308,Sb,14.92,valid
J10441673+60304455,161.06971,60.512375,Sb,19.22,train
J12082447+62563068,182.10196,62.94185600000001,Sb,64.27,valid
J12071564+63213442,181.81517,63.359561,Sb,19.86,test_expert
J00152684+16140701,3.86183,16.235281,Sb,18.86,train
J09585025+01100316,149.70937,1.167544,Sb,7.32,train
J08494583+01003788,132.44096000000002,1.010522,Sb,29.31,test_expert
J09280063+01401737,142.00262,1.6714919999999998,Sb,38.66,test_expert
J09403216+01463538,145.134,1.7764939999999998,Sb,6.76,test_expert
J09053877+02011706,136.41154,2.0214060000000003,Sb,12.25,train
J09224089+02064154,140.67037,2.111539,Sb,7.48,train
J09240484+02071767,141.02017,2.121575,Sb,17.94,train
J09351156+02341948,143.79817,2.572078,Sb,25.39,train
J09383067+02342366,144.62779,2.573239,Sb,15.02,train
J10110524+01132665,152.77183,1.224069,Sb,21.5,train
J10380516+01444238,159.5215,1.745106,Sb,21.68,valid
J10530774+01530601,163.28225,1.885003,Sb,11.74,train
J11290762+02005590,172.28175,2.015528,Sb,43.59,test_expert
J11023387+02362345,165.64112,2.606514,Sb,14.47,valid
J11055685+02405438,166.48686999999995,2.681772,Sb,14.34,train
J11212673+02444813,170.36137,2.746703,Sb,15.84,valid
J11213287+02483763,170.38696000000004,2.810453,Sb,36.95,train
J11235963+02413070,170.99846000000005,2.691861,Sb,33.93,train
J11363112+02450012,174.12967,2.750033,Sb,17.31,train
J11023179+03064621,165.63246,3.112836,Sb,18.77,valid
J11111252+03043432,167.80217,3.0762,Sb,11.79,train
J10563765+03241129,164.15687,3.403136,Sb,2.46,valid
J11082396+03295265,167.09983,3.497958,Sb,14.99,train
J11185645+03352713,169.73521000000005,3.590869,Sb,14.85,train
J11260944+03295332,171.53933,3.4981440000000004,Sb,16.24,train
J08551161+49072174,133.79837,49.122706,Sb,16.5,train
J08552967+49254731,133.87362,49.429808,Sb,19.84,test_expert
J09334628+54185283,143.44283,54.314675,Sb,23.03,valid
J09003815+50404246,135.15896,50.678461,Sb,54.78,train
J09072366+51342890,136.84858,51.574694,Sb,16.54,train
J09311836+54350590,142.8265,54.584972,Sb,12.87,test_expert
J09003742+51122724,135.15592,51.207567,Sb,21.53,valid
J09215024+54033624,140.45933,54.060067,Sb,20.45,train
J08310179+45290013,127.75746,45.483369,Sb,14.21,train
J08155660+43513771,123.98583,43.860475,Sb,13.62,train
J08281420+46280224,127.05917,46.467289,Sb,10.12,test_expert
J08224703+45450206,125.69596,45.750572,Sb,15.91,train
J08165280+41435461,124.22,41.731836,Sb,13.06,test_expert
J07531597+36293194,118.31654,36.492206,Sb,9.6,train
J07562147+37063249,119.08946,37.109025,Sb,23.37,train
J08134874+41385825,123.45308,41.649514,Sb,16.88,train
J08132210+43273492,123.34208,43.4597,Sb,11.45,valid
J08211033+45161366,125.29304,45.270461,Sb,40.58,train
J11193588+63000651,169.8995,63.001808,Sb,20.24,train
J11105785+63184991,167.74104,63.313864,Sb,6.89,train
J11143835+63215461,168.65979,63.365169,Sb,15.93,train
J12552692+64005400,193.86217,64.015,Sb,10.98,train
J11255787+64563684,171.49112,64.943567,Sb,21.02,train
J11465167+65215409,176.71528999999995,65.365025,Sb,46.6,valid
J13032071+65081324,195.83629,65.137011,Sb,12.42,test_expert
J11465278+65432825,176.71992,65.724514,Sb,15.31,test_expert
J12551874+65442492,193.82808,65.740256,Sb,10.05,valid
J09514509+03162058,147.93787,3.272383,Sb,13.69,test_expert
J10161195+03390202,154.04979,3.650561,Sb,8.18,train
J10594454+03590624,164.93558000000004,3.985067,Sb,12.6,valid
J11023250+04034133,165.63541999999995,4.061481,Sb,15.88,train
J11103406+04041568,167.64192,4.071022,Sb,14.01,train
J11102577+03591168,167.60737,3.986578,Sb,18.88,train
J08572050+02551673,134.33542,2.921314,Sb,41.18,train
J09211542+03090411,140.31425,3.151142,Sb,16.02,train
J09375750+03274655,144.48958000000005,3.462931,Sb,14.76,train
J10310695+04065971,157.77896,4.116586,Sb,11.65,test_expert
J10415058+04195079,160.46075,4.330775,Sb,21.72,train
J08525498+03090839,133.22908,3.152331,Sb,15.63,valid
J10273357+04280036,156.88987,4.466767,Sb,26.07,train
J10440221+04394687,161.00921,4.663019,Sb,18.07,valid
J11104484+04504723,167.68683,4.846453,Sb,19.57,test_expert
J11110313+04521189,167.76304,4.869969,Sb,59.93,test_expert
J09050529+03510568,136.27204,3.851578,Sb,16.101,train
J10162049+04491922,154.08536999999995,4.822006,Sb,58.02,train
J10191758+04454703,154.82325,4.763064,Sb,13.9,valid
J11100167+05181359,167.50696000000005,5.303775,Sb,46.68,train
J09554047+05023661,148.91862,5.043503,Sb,22.91,valid
J10005725+03083054,150.23854,3.141817,Sb,17.54,test_expert
J10181786+03205573,154.57442,3.348814,Sb,15.04,train
J10515802+03473144,162.99175,3.792067,Sb,14.3,train
J11031459+03432916,165.81079,3.724767,Sb,9.02,train
J11043138+03430791,166.13075,3.718864,Sb,13.69,train
J11522351+03582782,178.09796,3.974394,Sb,13.18,valid
J09484116+03222899,147.1715,3.374719,Sb,8.81,valid
J10000325+03383635,150.01353999999995,3.643431,Sb,23.96,test_expert
J10013580+03364786,150.39917,3.613294,Sb,14.29,valid
J11002357+04114749,165.09821000000005,4.196525,Sb,14.75,train
J11044191+04175043,166.17462,4.297342,Sb,23.02,train
J11044547+04175528,166.18946,4.298689,Sb,12.57,train
J11135259+04172699,168.46912,4.290831,Sb,39.28,train
J11223053+04144326,170.62721000000005,4.24535,Sb,10.67,train
J11222741+04171246,170.61421,4.286794,Sb,36.95,train
J12003140+04270339,180.13083,4.450942,Sb,22.93,valid
J12151290+04335333,183.80375,4.564814,Sb,23.7,train
J10262794+04155012,156.61642,4.263922,Sb,16.83,train
J10581626+04350090,164.56775,4.583583,Sb,18.79,train
J11112644+04353852,167.86016999999995,4.5940330000000005,Sb,20.54,train
J11162234+04425854,169.09308,4.716261,Sb,23.55,train
J11330906+04483897,173.28775,4.810825,Sb,16.27,train
J09021133+03294410,135.54721,3.4955830000000003,Sb,14.35,test_expert
J09424629+04173405,145.69287,4.292792,Sb,17.46,valid
J09490073+04181125,147.25304,4.303125,Sb,11.15,train
J09503136+04123811,147.63067,4.210586,Sb,13.81,valid
J09520827+04150827,148.03446,4.252297,Sb,76.32,test_expert
J10482734+04493177,162.11392,4.825492,Sb,34.12,test_expert
J11383650+05113756,174.65208,5.193767,Sb,17.25,train
J12100221+05211602,182.50921,5.35445,Sb,9.28,valid
J10081602+04545539,152.06675,4.915386,Sb,16.13,train
J10260053+05290354,156.50221000000005,5.484317,Sb,20.53,train
J10313385+05320225,157.89104,5.533958,Sb,5.73,train
J11551133+06100836,178.79721,6.168989,Sb,35.48,train
J07382645+28574708,114.61021,28.963078000000007,Sb,13.22,test_expert
J07390600+29093625,114.775,29.160069,Sb,21.01,train
J07471635+32045016,116.81812,32.0806,Sb,12.17,train
J08122729+38371371,123.11371,38.620475,Sb,19.61,test_expert
J07391261+31210559,114.80254,31.351553000000006,Sb,12.0,test_expert
J08051760+38275313,121.32333,38.464758,Sb,14.42,valid
J08074099+39001527,121.92079,39.004242,Sb,4.41,train
J13585799+61405083,209.74162,61.680786,Sb,7.49,train
J14371995+59480604,219.33312,59.801678,Sb,55.82,train
J14281302+61111573,217.05425,61.187703000000006,Sb,2.11,test_expert
J07395217+29441324,114.96737,29.737011,Sb,17.63,valid
J09191046+49532932,139.79358,49.891478,Sb,8.03,train
J08051476+37282120,121.3115,37.472556,Sb,21.4,train
J09130221+49382231,138.25921,49.639531,Sb,36.69,train
J07495089+33574423,117.46204,33.962286,Sb,43.25,test_expert
J08000594+36442602,120.02475,36.740561,Sb,19.69,train
J08092035+39080254,122.33478999999998,39.134039,Sb,8.23,train
J09111404+50074736,137.8085,50.129822,Sb,14.46,test_expert
J07482110+34200690,117.08792,34.33525,Sb,40.97,train
J08335371+44525578,128.47378999999998,44.882161,Sb,0.56,test_expert
J09131928+50442211,138.33033,50.739475,Sb,10.4,test_expert
J10174984-00494549,154.45767,-0.829303,Sb,13.52,train
J10532102-00411182,163.33758,-0.686617,Sb,16.32,valid
J09592619-00151416,149.85912,-0.253933,Sb,33.77,train
J10542224-00215388,163.59267,-0.364967,Sb,13.69,train
J09590712+00003831,149.77966999999995,0.010642,Sb,11.44,train
J10563105+00333205,164.12937,0.5589029999999999,Sb,9.76,train
J10293709+00570406,157.40454,0.951128,Sb,13.65,train
J12073336+64010113,181.889,64.016981,Sb,16.47,test_expert
J12354202+63582567,188.92508,63.973797,Sb,12.79,train
J11255639+64195346,171.48496,64.331517,Sb,17.42,test_expert
J12155963+65130958,183.99846,65.219328,Sb,71.65,train
J11182787+65015613,169.61612,65.032258,Sb,18.54,test_expert
J11542350+65352221,178.59792,65.58950300000001,Sb,19.94,train
J12301710+66082544,187.57125,66.1404,Sb,25.81,train
J13055863+03572317,196.49429,3.956436,Sb,31.06,valid
J14283331+03154328,217.13879,3.262022,Sb,19.67,valid
J14305286+03160829,217.72025,3.268969,Sb,13.1,valid
J14363851+03113643,219.16046,3.193453,Sb,12.87,test_expert
J14405930+03081349,220.24708,3.137081,Sb,18.16,train
J14532339+02575949,223.34746,2.966525,Sb,35.98,train
J14535213+03021080,223.46721,3.0363330000000004,Sb,8.86,train
J15085110+02480255,227.21292000000003,2.800708,Sb,17.36,valid
J12442155+04253913,191.08979,4.427536,Sb,15.38,test_expert
J13082962+04220467,197.12342,4.367964,Sb,11.24,train
J13175865+04241225,199.49437,4.403403,Sb,46.07,train
J14000900+04045079,210.0375,4.080775,Sb,7.2,train
J14030979+03585080,210.79079,3.980778,Sb,13.64,valid
J14205654+03521741,215.23558,3.871503,Sb,13.01,valid
J14345062+03384256,218.71092,3.645156,Sb,28.45,test_expert
J14535128+03290479,223.46367,3.484664,Sb,19.48,train
J15185875+03002618,229.74479,3.007272,Sb,16.82,test_expert
J15490397+02314208,237.26654,2.528356,Sb,18.86,valid
J15585652+02263493,239.7355,2.443036,Sb,15.12,train
J14371058+04035430,219.29408,4.065083,Sb,19.7,train
J14384741+03562955,219.69754,3.941542,Sb,12.24,train
J14414050+04034712,220.41875,4.063089,Sb,16.78,valid
J15184034+03293574,229.66808,3.493261,Sb,17.88,train
J15190578+03220175,229.77408,3.367153,Sb,12.57,test_expert
J15592264+02454057,239.84433,2.761269,Sb,17.86,train
J13444136+04563154,206.17233,4.942094,Sb,6.85,train
J14192066+04362334,214.83608,4.606483,Sb,8.72,train
J14225085+04395704,215.71187,4.665844,Sb,17.43,test_expert
J15155847+03595707,228.99362,3.999186,Sb,14.47,valid
J15262167+03500246,231.59029,3.834017,Sb,35.57,train
J14175944+05040952,214.49767000000003,5.069311,Sb,11.11,train
J14212975+05042354,215.37396,5.073206,Sb,24.47,valid
J14243453+05034386,216.14387,5.062183,Sb,13.5,valid
J14274731+04544492,216.94712,4.912478,Sb,14.36,valid
J15052019+04285002,226.33412,4.480561,Sb,16.78,train
J15134331+04214370,228.43046,4.362139,Sb,13.66,test_expert
J15184382+04173513,229.68258,4.293092,Sb,23.58,train
J15223881+04144467,230.66171,4.245742,Sb,7.27,train
J15065847+60050229,226.74362,60.083969,Sb,17.43,test_expert
J15573177+53250729,239.38237,53.41869200000001,Sb,19.14,train
J16002407+52535865,240.10029,52.899625,Sb,23.17,train
J15551139+54300562,238.79746,54.501561,Sb,15.06,train
J15381004+57361331,234.54183,57.603697,Sb,19.23,valid
J15044307+61430996,226.17946,61.719433,Sb,10.3,train
J16140476+52242314,243.51983,52.40642800000001,Sb,11.79,train
J14521602+63183477,223.06675,63.309658,Sb,8.46,train
J15520223+56424500,238.00929,56.7125,Sb,11.53,train
J16265469+47260256,246.72787,47.434044,Sb,11.77,train
J16341733+45490070,248.57221,45.816861,Sb,54.81,test_expert
J16213897+49265605,245.41237,49.448903,Sb,12.42,test_expert
J16425630+43594886,250.73458,43.996906,Sb,8.42,train
J16473689+42413352,251.90371,42.692644,Sb,7.08,test_expert
J16503126+41483727,252.63025,41.810353000000006,Sb,14.09,valid
J16581550+39232935,254.56458,39.391486,Sb,8.37,train
J16264515+49424076,246.68812000000003,49.711322,Sb,25.91,valid
J16510200+43213578,252.75833,43.359939,Sb,14.16,test_expert
J17061621+38233206,256.56754,38.392239,Sb,36.53,train
J10054407+54005448,151.43362,54.015133,Sb,13.33,train
J10455388+56302360,161.4745,56.506556,Sb,10.4,train
J08305752+42123035,127.73967,42.208431,Sb,14.58,test_expert
J08384447+43325118,129.68528999999998,43.54755,Sb,26.54,train
J09252260+50331348,141.34417,50.553744,Sb,10.11,train
J09283255+50473728,142.13562,50.793689,Sb,27.0,valid
J09335686+51314498,143.48692,51.529161,Sb,19.71,train
J09393155+52032044,144.88146,52.055678,Sb,25.87,valid
J11010049+57470329,165.25204,57.784247,Sb,16.48,valid
J12082206+59185176,182.09192,59.31437800000001,Sb,16.281,test_expert
J09064988+48462121,136.70783,48.772558,Sb,21.23,train
J11482326+59254859,177.09691999999995,59.43016400000001,Sb,17.35,train
J12014339+59321833,180.43079,59.538425,Sb,19.08,valid
J13060716+59130270,196.52983,59.21741700000001,Sb,9.32,test_expert
J13083210+59070079,197.13375,59.116886,Sb,31.33,test_expert
J09135086+50095268,138.46192,50.164633,Sb,7.29,valid
J09194094+50512043,139.92058,50.855675,Sb,8.02,valid
J09193620+50524658,139.90083,50.879606,Sb,19.52,test_expert
J09412955+53114404,145.37312,53.195567,Sb,14.5,valid
J09475842+54005325,146.99342,54.01479200000001,Sb,33.0,train
J09482277+54002760,147.09487,54.00766700000001,Sb,27.14,train
J11222547+59225458,170.60612,59.38182800000001,Sb,15.28,test_expert
J08345210+44381361,128.71708,44.637114,Sb,17.18,test_expert
J08360566+44433790,129.02358,44.727194,Sb,12.06,train
J08370843+45095371,129.28512,45.164919,Sb,17.62,train
J10222466+57021000,155.60275,57.036111,Sb,31.13,train
J11440507+60124610,176.02112,60.21280600000001,Sb,14.77,train
J08595660+49113510,134.98583,49.193083,Sb,15.34,test_expert
J09061734+50052168,136.57225,50.089356,Sb,32.51,train
J09454758+54463601,146.44825,54.77666899999999,Sb,16.22,train
J11562607+03460039,179.10862,3.766775,Sb,16.73,train
J12041735+03522253,181.07229,3.872925,Sb,17.31,test_expert
J12512564+03515952,192.85683,3.866533,Sb,10.4,test_expert
J13515240+03271810,207.96833,3.455028,Sb,15.14,train
J12034874+04131850,180.95308,4.221806,Sb,35.16,valid
J13071399+04113999,196.80829,4.194442,Sb,14.15,train
J13084511+04093977,197.18796,4.161047,Sb,30.76,train
J11311604+04390876,172.81683,4.652433,Sb,15.26,train
J11545805+04393806,178.74187,4.660572,Sb,21.22,train
J12514734+04342913,192.94725,4.574758,Sb,17.66,train
J13084334+04362055,197.18058,4.605708,Sb,16.261,valid
J13173743+04290793,199.40596,4.485536,Sb,10.07,train
J11252480+04544782,171.35333,4.913283,Sb,14.71,valid
J12310883+05103532,187.78679,5.176478,Sb,13.8,train
J12361011+05051018,189.04212,5.086161,Sb,6.63,train
J13373136+04504319,204.38067,4.845331,Sb,8.44,valid
J11130640+05140300,168.27667,5.234167,Sb,15.19,train
J11340211+05312631,173.50879,5.523975,Sb,16.59,train
J11375134+05302624,174.46392,5.507289,Sb,28.98,test_expert
J12491759+05235496,192.32329,5.3986,Sb,36.67,train
J14001841+05024224,210.07671,5.045067,Sb,7.65,train
J11232024+05510731,170.83433,5.852031,Sb,8.07,test_expert
J12350539+05523165,188.77246,5.875458,Sb,17.88,valid
J13230612+05503439,200.7755,5.842886,Sb,6.75,train
J16144887+46512319,243.70362000000003,46.856442,Sb,11.14,valid
J16410860+40251739,250.28583,40.421497,Sb,17.68,train
J16420818+40163683,250.53408,40.276897,Sb,64.1,valid
J16441081+39471956,251.04504,39.788767,Sb,15.49,train
J16225106+45443131,245.71275,45.742031,Sb,18.41,valid
J15590296+51181722,239.76233,51.304783,Sb,26.34,train
J16095132+49100053,242.46383,49.166814,Sb,15.91,train
J16264097+45362233,246.67071,45.606203,Sb,26.39,train
J15512640+53100090,237.86,53.16691700000001,Sb,7.09,train
J15544558+53084118,238.68992000000003,53.144772,Sb,18.97,train
J15590744+52341666,239.781,52.571294,Sb,19.88,train
J16114709+50125590,242.94621,50.215528000000006,Sb,61.28,test_expert
J16372263+44204960,249.34429,44.347111,Sb,10.73,test_expert
J16432285+42543746,250.84521,42.910406,Sb,13.92,test_expert
J11045183+61363687,166.21596,61.61024200000001,Sb,9.88,train
J15551756+47573902,238.82317,47.960839,Sb,6.85,train
J16200192+43372742,245.008,43.624283,Sb,11.6,train
J15160093+54285641,229.00387,54.482336,Sb,35.81,test_expert
J16032352+47312116,240.848,47.522544,Sb,17.5,train
J12120380+61292635,183.01583,61.490653,Sb,20.88,train
J13123653+60583622,198.15221,60.976728,Sb,16.371,train
J13343035+60155056,203.62646,60.26404399999999,Sb,76.94,train
J14144842+58103195,213.70175,58.17554200000001,Sb,16.9,valid
J14542694+55133998,223.61225,55.227772,Sb,11.3,train
J13001994+61391849,195.08308,61.655136,Sb,1.68,test_expert
J13422050+61090487,205.58542,61.151353,Sb,44.83,train
J11590954+63032192,179.78975,63.056089,Sb,13.52,valid
J13135435+62363931,198.47646,62.610919,Sb,15.99,valid
J13150757+62311753,198.78154,62.521536,Sb,27.55,test_expert
J16260517+41030010,246.52154,41.05002800000001,Sb,12.25,test_expert
J16273694+40401583,246.90392000000003,40.671064,Sb,18.23,train
J16294078+40411305,247.41992,40.686958,Sb,13.99,train
J16303542+40372414,247.64758,40.623372,Sb,17.35,test_expert
J16363256+39014034,249.13567,39.027872,Sb,47.95,train
J17041687+31034465,256.07029,31.062403000000003,Sb,15.78,train
J17114778+28192727,257.94908,28.324242,Sb,20.65,train
J16493471+36120335,252.39462000000003,36.200931,Sb,11.54,train
J16380904+39550413,249.53767,39.917814,Sb,57.8,valid
J16372928+40524790,249.372,40.879972,Sb,12.03,train
J15275934+51404090,231.99725,51.67802800000001,Sb,20.17,train
J14172283+58450203,214.34512,58.750564,Sb,11.06,valid
J15254671+52264123,231.44462,52.444786,Sb,40.83,train
J15314851+51460493,232.95212,51.768036,Sb,8.94,train
J15562188+47571724,239.09117,47.954789,Sb,0.0,train
J13002228+62142150,195.09283,62.239306000000006,Sb,16.64,train
J15130576+54311682,228.274,54.52133900000001,Sb,9.63,train
J13340285+61434006,203.51187,61.727794,Sb,16.51,test_expert
J13451130+61272496,206.29708,61.45693299999999,Sb,42.72,train
J15405959+51261626,235.24829,51.43785,Sb,13.12,train
J15514224+50363873,237.926,50.610758,Sb,10.36,train
J16375322+39145924,249.47175,39.249789,Sb,17.74,train
J16403747+39131789,250.15612,39.221636,Sb,12.77,train
J16561058+34501148,254.04408,34.836521999999995,Sb,65.13,test_expert
J16421173+39271957,250.54887,39.455436,Sb,14.97,train
J17145846+29093705,258.74358,29.160292,Sb,33.34,test_expert
J13325658-03013962,203.23575,-3.027672,Sb,15.94,train
J14032686-02054317,210.86192000000003,-2.095325,Sb,14.38,train
J14033588-02075447,210.8995,-2.131797,Sb,10.11,train
J13295034-01254454,202.45975,-1.429039,Sb,23.91,train
J14021299-01225992,210.55412,-1.383311,Sb,27.56,valid
J14113286-03131113,212.88692000000003,-3.219758,Sb,33.02,valid
J14254986-02200229,216.45775,-2.333969,Sb,14.99,test_expert
J15374308-01450958,234.4295,-1.752661,Sb,10.15,test_expert
J15410638-01475768,235.27658,-1.7993560000000002,Sb,34.3,train
J13284689-02022817,202.19537,-2.041158,Sb,0.0,valid
J14092884-01542305,212.37017000000003,-1.906403,Sb,26.21,test_expert
J15074907-01285485,226.95446,-1.481903,Sb,10.88,train
J15264260-01211298,231.6775,-1.353606,Sb,28.56,train
J13300615-01431417,202.52562,-1.720603,Sb,25.48,train
J13300420-01430367,202.5175,-1.717686,Sb,23.61,train
J15463495-00542278,236.64562,-0.906328,Sb,6.64,train
J17162935+29264651,259.12229,29.446253,Sb,17.67,train
J17233193+27273135,260.88304,27.458708,Sb,8.77,train
J15030191-02345623,225.75796,-2.582286,Sb,41.65,test_expert
J14233859-02301597,215.91079,-2.504436,Sb,15.45,train
J15294011-01542562,232.41712,-1.907117,Sb,10.34,test_expert
J14254971-01580030,216.45712000000003,-1.96675,Sb,9.85,train
J14320189-01583739,218.00787000000003,-1.977053,Sb,10.77,valid
J14580480-01471278,224.52,-1.7868830000000002,Sb,8.83,train
J14253322-01065019,216.38842,-1.113942,Sb,11.44,valid
J15225482-00534329,230.72842000000003,-0.895358,Sb,21.94,valid
J22552595+12553931,343.8581200000001,12.927586,Sb,10.52,train
J22561477+12530245,344.06154,12.884014,Sb,7.51,train
J23000366+13042730,345.01525,13.07425,Sb,11.36,train
J23123524+13162796,348.14683,13.274432999999998,Sb,13.45,valid
J23564205+13463492,359.17521,13.776367,Sb,47.44,train
J23564533+13521639,359.18887,13.871219,Sb,9.01,train
J00004789+14163909,0.19954,14.277525,Sb,8.2,test_expert
J21172489+10135390,319.3537100000001,10.231639,Sb,13.01,train
J23034306+13553551,345.92942,13.926531,Sb,8.78,train
J23061643+13585637,346.56846,13.982325,Sb,13.59,train
J23133471+13591246,348.3946200000001,13.986794,Sb,19.08,test_expert
J23232131+14170437,350.83879,14.284547,Sb,13.5,valid
J23322429+14281059,353.1012100000001,14.469608,Sb,11.98,test_expert
J22095551+12490495,332.48129,12.818042,Sb,17.16,train
J22143062+13044501,333.62758,13.079169,Sb,11.87,train
J23392723+14533433,354.8634600000001,14.892869,Sb,14.69,valid
J21213639+11180242,320.4016200000001,11.300672,Sb,24.71,train
J21305728+11454859,322.73867,11.763497,Sb,66.25,train
J21522451+12385124,328.10212,12.647567,Sb,49.19,train
J22585334+14422633,344.72225,14.707314000000002,Sb,12.02,test_expert
J23131646+14541570,348.31858,14.904360999999998,Sb,6.83,train
J23251135+15115946,351.29729,15.19985,Sb,8.54,train
J23380786+15372428,354.53275,15.623411,Sb,7.99,valid
J00031126+15575661,0.79692,15.965725,Sb,25.39,train
J21545665-09180866,328.73604,-9.302406,Sb,19.0,valid
J22020640-09200732,330.52667,-9.335367,Sb,16.71,test_expert
J22460746-10220993,341.53108,-10.369425,Sb,26.73,train
J22285474-09370946,337.22808,-9.619294,Sb,11.25,train
J23052209-10132330,346.34204,-10.223139,Sb,33.21,train
J23051734-09213950,346.32225,-9.360972,Sb,17.56,train
J22325187-07581341,338.2161200000001,-7.970391999999999,Sb,17.42,test_expert
J21273964-01060783,321.9151700000001,-1.102175,Sb,11.59,test_expert
J21285119-01041246,322.21329,-1.070128,Sb,30.55,valid
J20564165-00490617,314.17354,-0.818381,Sb,25.99,train
J21062168-00461638,316.59033,-0.771217,Sb,15.21,train
J20581804-00201959,314.57517,-0.338775,Sb,21.29,train
J20522237+00043260,313.09321,0.075722,Sb,31.1,train
J21292749+00015845,322.36454,0.032902999999999995,Sb,8.54,train
J21370236+00254170,324.25983,0.42825,Sb,21.65,train
J20580271-00265811,314.51129,-0.449475,Sb,37.69,train
J21192735-00263045,319.86396,-0.441792,Sb,10.29,valid
J21010774-00114264,315.28225,-0.195178,Sb,68.31,train
J21003289+00173999,315.13704,0.294442,Sb,11.2,test_expert
J20405208+00390994,310.217,0.6527609999999999,Sb,23.83,test_expert
J20532462+00390705,313.35258,0.651958,Sb,28.82,train
J21204932+00452832,320.2055,0.757867,Sb,29.0,train
J20575654+01043268,314.48558,1.075744,Sb,10.72,valid
J21162196+01050561,319.0915,1.084892,Sb,20.11,train
J21300553-00572104,322.52304,-0.955844,Sb,14.32,train
J23064133-00510668,346.67221,-0.851856,Sb,19.68,valid
J00170876-00572896,4.2865,-0.958044,Sb,19.51,train
J22052701-00320041,331.36254,-0.533447,Sb,25.36,test_expert
J23561347-00322657,359.05612,-0.540714,Sb,14.23,train
J00202930-00331798,5.12208,-0.554994,Sb,14.66,valid
J21324176-00074020,323.1740000000001,-0.127833,Sb,61.25,train
J22041272-00015567,331.05300000000005,-0.032131,Sb,6.64,train
J22431519-00075875,340.81329,-0.132986,Sb,15.09,train
J22442436-00094357,341.1015,-0.162103,Sb,27.19,train
J23402262-00092567,355.09425,-0.157131,Sb,15.23,test_expert
J23415822-00030050,355.49258,-0.050139,Sb,6.74,train
J00103934-00031042,2.66392,-0.052894,Sb,17.66,valid
J21255376+00245771,321.474,0.416031,Sb,12.7,train
J21502254+00230503,327.59392,0.384731,Sb,13.26,train
J23090285+00160112,347.2618700000001,0.266978,Sb,10.22,test_expert
J23181566+00154018,349.56525,0.26116100000000003,Sb,20.53,train
J00152973+00382312,3.87387,0.639756,Sb,12.85,valid
J00411086+00391804,10.29525,0.655011,Sb,11.13,train
J23192319+01073382,349.8466200000001,1.126061,Sb,12.39,train
J23533135+01133636,358.38062,1.226767,Sb,16.33,train
J10120501+51511243,153.02087,51.853453,Sb,42.72,train
J10330770+53431716,158.28208,53.721433,Sb,9.56,train
J10385187+53581918,159.71612,53.971994,Sb,31.97,train
J11125658+55410049,168.23575,55.683469,Sb,12.77,test_expert
J11131328+55332111,168.30533,55.555864,Sb,60.62,train
J11170118+57073250,169.25492,57.125694,Sb,25.04,test_expert
J11191027+57123149,169.79279,57.208747,Sb,14.29,test_expert
J10015490+53153683,150.47875,53.26023100000001,Sb,42.6,test_expert
J10400599+55563904,160.02496000000005,55.944178,Sb,12.02,valid
J01222377-00523073,20.59904,-0.8752030000000001,Sb,64.55,test_expert
J01314211-00555910,22.92546,-0.933083,Sb,53.77,train
J01340796-01015623,23.53317,-1.032286,Sb,17.56,test_expert
J02314451-00564393,37.93546,-0.945536,Sb,9.03,test_expert
J03051977-00581451,46.33237,-0.970697,Sb,27.09,train
J03290257-00553882,52.26071,-0.92745,Sb,15.97,train
J03335077-01003016,53.46154,-1.008378,Sb,14.87,train
J01061156-00370114,16.548170000000002,-0.616983,Sb,13.46,train
J01144867-00294608,18.70279,-0.496133,Sb,19.53,train
J02465419-00335474,41.72579,-0.565206,Sb,18.6,valid
J03180277-00322035,49.51154,-0.538986,Sb,14.91,valid
J03232585-00341904,50.85771,-0.571956,Sb,19.33,valid
J03513394-00280371,57.89142,-0.467697,Sb,17.19,valid
J01134182-00060983,18.42425,-0.102731,Sb,20.7,valid
J01243809-00034639,21.15871,-0.062886,Sb,18.31,valid
J01384064-00093369,24.66933,-0.159358,Sb,13.8,train
J01393176-00015272,24.88233,-0.031311,Sb,11.71,valid
J01570057-00052346,29.252370000000006,-0.08985,Sb,14.31,train
J02314118-00025384,37.92158,-0.048289,Sb,12.2,train
J02382531-00111833,39.60546,-0.188425,Sb,11.08,train
J02493996-00041153,42.4165,-0.069869,Sb,14.45,train
J02554690-00061502,43.94542,-0.104172,Sb,9.32,train
